"Status Code/Type"	"Row Name"	"Run #"	CS_1	CS_10	CS_11	CS_12	CS_2	CS_3	CS_4	CS_5	CS_6	CS_7	CS_8	CS_9	IB_1	IB_10	IB_11	IB_12	IB_2	IB_3	IB_4	IB_5	IB_6	IB_7	IB_8	IB_9	IC_1	IC_10	IC_11	IC_12	IC_2	IC_3	IC_4	IC_5	IC_6	IC_7	IC_8	IC_9	ID_1	ID_10	ID_11	ID_12	ID_2	ID_3	ID_4	ID_5	ID_6	ID_7	ID_8	ID_9	IF_1	IF_10	IF_11	IF_12	IF_2	IF_3	IF_4	IF_5	IF_6	IF_7	IF_8	IF_9	M_CS_1	M_CS_10	M_CS_11	M_CS_12	M_CS_2	M_CS_3	M_CS_4	M_CS_5	M_CS_6	M_CS_7	M_CS_8	M_CS_9	M_IB_1	M_IB_10	M_IB_11	M_IB_12	M_IB_2	M_IB_3	M_IB_4	M_IB_5	M_IB_6	M_IB_7	M_IB_8	M_IB_9	M_IC_1	M_IC_10	M_IC_11	M_IC_12	M_IC_2	M_IC_3	M_IC_4	M_IC_5	M_IC_6	M_IC_7	M_IC_8	M_IC_9	M_ID_1	M_ID_10	M_ID_11	M_ID_12	M_ID_2	M_ID_3	M_ID_4	M_ID_5	M_ID_6	M_ID_7	M_ID_8	M_ID_9	M_IF_1	M_IF_10	M_IF_12	M_IF_2	M_IF_3	M_IF_4	M_IF_5	M_IF_6	M_IF_7	M_IF_8	M_IF_9	M_OB_1	M_OB_10	M_OB_11	M_OB_12	M_OB_2	M_OB_3	M_OB_4	M_OB_5	M_OB_6	M_OB_7	M_OB_8	M_OB_9	M_OC_1	M_OC_10	M_OC_11	M_OC_12	M_OC_2	M_OC_3	M_OC_4	M_OC_5	M_OC_6	M_OC_7	M_OC_8	M_OC_9	M_OD_1	M_OD_10	M_OD_11	M_OD_12	M_OD_2	M_OD_3	M_OD_4	M_OD_5	M_OD_6	M_OD_7	M_OD_8	M_OD_9	M_OF_1	M_OF_10	M_OF_11	M_OF_12	M_OF_2	M_OF_3	M_OF_4	M_OF_5	M_OF_6	M_OF_7	M_OF_8	M_OF_9	n_CS	n_IB	n_IC	n_ID	n_IF	n_OB	n_OC	n_OD	n_OF	OB_1	OB_10	OB_11	OB_12	OB_2	OB_3	OB_4	OB_5	OB_6	OB_7	OB_8	OB_9	OC_1	OC_10	OC_11	OC_12	OC_2	OC_3	OC_4	OC_5	OC_6	OC_7	OC_8	OC_9	OD_1	OD_10	OD_11	OD_12	OD_2	OD_3	OD_4	OD_5	OD_6	OD_7	OD_8	OD_9	OF_1	OF_10	OF_11	OF_12	OF_2	OF_3	OF_4	OF_5	OF_6	OF_7	OF_8	OF_9	Braking__U__mag__max	Camber_Gain_2g_Braking	HEX_areal	HEX_mass	Mass_total	Tot_Strain	U_flange_Braking	U_flange_Bump_Braking	U_flange_Bump_Cornering	U_flange_Cornering	UD__mass	UD_areal	"Design Feasibility"	"Objective and Penalty"	"Objective Function"	"Penalty Function"
OK	Optimization1[1]/Subflow[1504]	1504	45	30	75	-30	75	75	-30	45	-60	30	-60	-60	45	-30	45	45	75	75	-60	-60	15	-60	75	0	45	45	0	-30	-30	0	75	-30	15	-60	-30	15	45	-30	-30	-60	75	15	45	60	-60	45	75	0	45	15	-60	-30	-60	-60	-60	30	75	45	-60	-30	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	7	7	8	8	6	8	6	4	5	45	45	0	-30	75	75	75	45	75	0	45	45	45	45	-60	15	15	60	15	0	15	75	15	-30	45	-60	75	75	75	-30	75	15	45	75	45	30	45	15	45	15	45	75	0	45	60	60	15	-30	1.33447	0.0898603228779	0.53967375	431.739	490.089	16626.9176025	1.33318500389	1.63502454815	2.60582999452	2.21983010235	58.35	0.389	1	982295840.6596724	16626.9176025	982279213.7420698
OK	Optimization1[1]/Subflow[1505]	1505	45	30	45	15	45	60	-60	45	0	0	-60	-30	45	45	75	45	75	75	-30	-60	15	-60	45	0	45	75	0	-60	-30	30	75	-30	45	-60	-30	15	45	-30	15	-60	75	15	15	60	-60	45	75	0	45	15	-60	15	-60	0	-30	75	45	15	-60	-60	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	0	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	7	10	8	8	6	8	6	4	5	45	45	-60	-30	75	45	75	15	60	0	75	75	45	45	-30	15	15	60	15	-60	-30	75	15	-60	45	-30	45	75	75	-60	75	15	75	75	45	30	45	15	75	-30	45	75	30	45	-60	60	15	-30	1.084	0.0894582384325	0.579315	463.452	514.002	14776.0367432	1.08375335156	1.31067776204	2.01103041641	1.72333186389	50.55	0.337	1	1960574816.5757277	14776.0367432	1960560040.5389845
OK	Optimization1[1]/Subflow[1506]	1506	45	30	75	-60	75	75	-30	45	-60	30	15	-30	45	-30	45	15	45	75	-30	-60	15	-60	75	0	45	75	0	-60	-30	-60	75	-30	15	-30	-30	75	45	-30	15	-30	75	15	15	60	-60	45	75	0	45	15	-60	15	-30	-60	-30	30	75	45	-60	-30	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	8	7	6	8	8	4	5	45	45	0	-30	75	45	75	45	75	0	45	75	45	75	-30	45	15	75	75	-60	-30	60	45	-60	45	-30	75	75	75	-60	75	45	75	75	45	30	45	45	75	-60	15	45	30	45	-60	75	15	-30	1.22022	0.0920367565587	0.59202	473.616	519.246	15800.9476318	1.21779820372	1.47503890293	2.272245219	1.93812366415	45.63	0.3042	1	3704100961.0747185	15800.9476318	3704085160.1270866
OK	Optimization1[1]/Subflow[1507]	1507	45	60	75	-30	75	75	-30	45	0	30	-60	-30	45	-30	75	45	75	75	15	-30	15	-60	75	0	45	75	0	-60	-60	30	75	-30	15	-30	-60	45	45	15	-30	-30	75	15	15	30	-60	45	75	0	45	15	0	15	-60	-60	-30	60	75	45	0	-60	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	7	8	8	6	7	6	4	6	45	15	-60	-60	75	45	75	45	60	0	15	75	45	15	-60	45	15	60	15	0	-30	60	-30	-60	45	-30	15	75	75	15	75	15	75	75	15	60	45	15	75	-30	45	75	0	45	0	60	45	-60	1.26634	0.0694058486444	0.61656375	493.251	545.496	16352.7175293	1.26366239423	1.55073620325	2.51736844701	2.16413267827	52.245	0.3483	1	20698876513.927864	16352.7175293	20698860161.210335
OK	Optimization1[1]/Subflow[1508]	1508	45	60	75	-30	45	75	-30	75	-60	30	-60	-30	45	15	45	15	75	60	-30	-60	-30	-60	75	30	45	15	0	-30	-60	60	45	-30	15	-60	-30	45	45	-30	15	-60	75	15	15	60	-60	45	75	30	45	15	-60	-60	-30	0	15	75	75	15	-60	-60	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	8	7	8	7	8	4	5	45	45	-60	15	75	15	75	75	75	-60	45	75	45	45	-60	15	15	60	45	0	-60	60	15	-60	45	-60	45	75	75	-60	75	15	75	75	75	30	45	15	45	15	75	75	60	45	30	60	45	-30	1.07086	0.0927125290007	0.61202625	489.621	531.456	14487.2089844	1.06706435469	1.27774904686	1.75665306	1.49155016965	41.835	0.2789	1	9894813847.406733	14487.2089844	9894799360.197748
OK	Optimization1[1]/Subflow[1509]	1509	45	30	75	-30	75	75	-60	45	-60	0	-60	-60	45	-30	75	75	75	75	-30	-60	15	-60	75	30	45	45	0	-30	-30	0	75	15	15	-60	-30	45	45	-30	15	-30	75	15	45	60	-60	45	75	0	45	15	-60	-30	-30	-60	-60	60	75	75	-60	-30	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	7	7	8	8	6	5	6	4	5	45	45	0	-30	45	15	75	45	30	0	45	75	45	15	-60	45	45	60	45	-60	-30	75	-30	-60	45	-30	45	75	45	-30	75	-30	75	75	75	75	45	15	45	-30	15	75	60	45	0	75	15	-30	1.24198	0.0978308427514	0.60154875	481.239	510.519	15422.7020264	1.23769439365	1.51196421126	2.3393739665	2.00053946849	29.28	0.1952	1	1106509032.7091312	15422.7020264	1106493610.0071049
OK	Optimization1[1]/Subflow[1510]	1510	45	60	75	-30	75	60	-30	75	-60	0	-60	-60	45	15	15	45	75	60	-30	-30	45	-60	45	-60	45	75	0	-30	-30	-60	75	15	-30	-60	-60	45	45	-30	15	-60	75	-30	15	60	-60	45	75	0	45	45	-60	-60	-60	-60	15	60	45	45	0	-30	1	1	1	0	1	0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	10	8	8	6	5	6	4	6	45	75	-60	-60	75	75	75	75	75	0	45	75	45	45	-60	45	45	30	15	-60	15	60	15	-30	45	-30	15	75	75	-60	75	15	75	75	45	60	45	-30	45	-30	45	45	30	75	0	60	45	-30	1.21391	0.0884885671701	0.61689375	493.515	547.875	15684.5179443	1.2139050454	1.4625449084	2.35968935053	2.01770550897	54.36	0.3624	1	22920171934.935856	15684.5179443	22920156250.41791
OK	Optimization1[1]/Subflow[1511]	1511	45	60	15	-30	75	60	-30	75	-60	0	-30	-30	45	45	45	45	75	75	-30	-60	15	-60	45	30	45	75	0	-60	-30	0	75	-30	15	-30	-30	45	45	-60	-30	-30	75	15	15	60	-60	75	75	0	45	15	-60	-30	-60	-60	-30	75	45	45	0	15	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	7	8	8	8	6	7	6	6	5	45	-30	-60	-30	75	45	75	45	75	-60	45	75	45	15	-30	15	15	60	45	-60	-60	75	15	-60	45	-60	75	45	45	-30	75	15	75	75	45	60	45	15	45	-30	45	45	0	15	30	75	75	-60	1.19139	0.0760231793014	0.63570375	508.563	535.638	15082.4733887	1.1888653786	1.44055365595	2.27328228503	1.94012052457	27.075	0.1805	1	12700685524.323057	15082.4733887	12700670441.849669
OK	Optimization1[1]/Subflow[1512]	1512	45	60	75	-30	75	60	-30	45	0	60	-60	-60	45	15	75	75	75	75	-30	-30	15	0	75	0	45	45	-60	-60	-60	0	75	-30	15	-60	-60	45	45	-30	15	-60	75	-30	-30	60	-60	45	75	-60	45	15	-60	-60	-30	-60	-30	75	75	45	0	-60	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	7	8	8	8	6	5	8	4	5	45	45	-60	-30	75	75	45	45	75	-60	45	75	45	45	-30	45	-30	60	15	-60	-60	60	-30	-30	45	-60	45	45	75	-60	75	15	75	75	45	60	45	15	45	-30	15	45	30	45	30	60	45	-60	1.1312	0.102707994225	0.65484375	523.875	546.57	14875.3018799	1.12924907191	1.36463777662	2.1321251289	1.81775652832	22.695	0.1513	1	21687663878.31709	14875.3018799	21687649003.01521
OK	Optimization1[1]/Subflow[1513]	1513	45	30	75	-60	75	75	-30	45	-60	30	-30	-60	45	15	45	45	75	75	-60	-60	75	-60	45	0	45	75	0	-30	-30	30	75	-60	45	-60	-30	45	45	-30	-30	-30	45	-30	15	60	-60	45	75	0	45	15	-60	-30	-60	0	-30	60	45	45	0	-30	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	8	8	6	8	6	4	5	45	75	-60	15	45	45	75	15	75	0	75	75	45	45	-30	45	45	60	45	0	-30	75	15	-30	45	15	75	75	75	-30	75	15	75	75	15	60	45	-30	45	-30	15	75	30	15	0	60	45	-30	1.32461	0.0804242991882	0.55576125	444.609	497.109	15792.8901367	1.3220664118	1.60634141951	2.4002833517	2.04862644887	52.5	0.35	1	83594605.2304129	15792.8901367	83578812.3402762
OK	Optimization1[1]/Subflow[1514]	1514	45	75	75	-30	75	75	-30	45	0	30	-60	-60	45	15	75	45	75	60	-30	-30	-30	-60	75	-60	45	75	0	-30	-30	0	45	-60	15	-60	-30	45	45	-30	-30	-30	75	45	15	60	-60	15	75	0	45	15	-60	-30	-60	-60	-60	60	75	45	-60	-60	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	8	8	7	6	7	6	4	6	45	15	-60	15	75	45	75	15	75	30	75	75	45	45	-30	45	15	60	45	-60	-30	60	45	-60	45	-30	15	75	75	-60	75	15	75	75	45	60	45	15	45	-60	45	75	60	45	0	60	15	45	1.23929	0.0801592586321	0.63372375	506.979	530.124	15651.8358154	1.23879484001	1.50440958691	2.41081795041	2.05187528947	23.145	0.1543	1	9074569413.366777	15651.8358154	9074553761.530962
OK	Optimization1[1]/Subflow[1515]	1515	45	60	75	-30	75	75	-30	75	-60	0	-60	-30	45	15	15	45	75	60	-30	-30	15	-60	45	0	45	75	-60	-30	-30	0	45	-30	15	-60	-30	45	45	15	-30	-30	75	45	15	60	-60	45	75	0	45	15	0	15	-30	-60	15	75	75	45	0	-30	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	9	8	8	8	8	7	6	4	6	45	45	-60	15	75	75	45	45	75	0	45	45	45	45	-60	45	15	60	15	-60	-60	75	45	-30	45	-30	15	75	75	-30	75	45	75	75	45	75	45	15	45	-30	15	75	30	15	-60	60	45	-30	1.0349	0.0844091790015	0.6681675	534.534	575.889	14617.6281738	1.03487331914	1.2216176262	1.71753268048	1.45477971851	41.355	0.2757	1	57591417832.51807	14617.6281738	57591403214.88989
OK	Optimization1[1]/Subflow[1516]	1516	45	30	75	-30	45	60	-30	45	0	60	-30	-60	45	-30	45	15	75	75	-30	-30	15	-60	45	30	45	75	0	-30	-30	0	75	-30	15	-30	-30	75	45	-30	-30	-60	75	15	15	60	0	45	75	0	45	15	-60	-30	-30	-60	-30	75	75	45	-60	-60	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	8	7	6	7	6	4	5	45	45	-60	-60	45	75	75	15	60	0	45	75	45	45	-30	45	-30	30	75	-60	-30	60	15	-60	45	-60	75	45	75	-60	75	-30	75	45	75	60	45	15	45	15	45	75	30	45	0	60	45	-30	1.1943	0.0899409947392	0.613965	491.172	516.042	15004.2989502	1.19065042504	1.44535060523	2.25975095963	1.92709553345	24.87	0.1658	1	2573472644.5951643	15004.2989502	2573457640.296214
OK	Optimization1[1]/Subflow[1517]	1517	45	30	75	-30	75	75	-30	15	-60	30	-30	-30	45	15	75	75	75	75	-30	-30	15	-60	75	0	45	75	0	-60	-60	30	45	-30	15	-60	15	45	45	-30	-30	-30	75	15	45	30	-60	45	75	0	45	15	-60	-60	-30	-60	-30	60	75	15	0	-30	1	0	1	0	1	1	1	1	1	0	1	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	7	7	8	8	6	7	6	4	5	45	45	-60	-30	75	45	75	15	60	30	75	75	45	45	-30	45	15	30	45	-60	-60	60	-30	-60	45	-60	45	45	75	-60	45	-30	75	75	45	60	45	15	15	-30	75	45	30	45	0	30	45	-30	1.32334	0.091820514761	0.59115375	472.923	510.363	16736.6488037	1.32083277637	1.607732138	2.53147086605	2.15368887241	37.44	0.2496	1	1073934426.7939637	16736.6488037	1073917690.14516
OK	Optimization1[1]/Subflow[1519]	1519	45	60	75	-60	45	60	-30	45	0	30	-30	-30	45	15	45	75	75	60	15	-60	45	-60	75	-60	45	75	-60	-60	-60	0	75	-30	45	15	-30	45	45	-30	-30	-60	75	15	15	60	-60	45	75	30	45	45	-60	15	-60	-60	-60	60	75	75	-60	-30	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	9	8	6	7	6	8	6	4	6	45	15	-60	15	75	45	75	75	75	-60	45	75	45	45	-60	15	45	75	45	-60	-60	75	15	-30	45	-60	45	75	75	-60	75	-30	75	45	45	60	45	15	45	-30	45	75	60	15	0	60	45	-60	1.58651	0.0797213537778	0.57539625	460.317	517.062	17868.2949219	1.58616478705	1.87517801076	2.81475341381	2.40962111902	56.745	0.3783	1	2911136309.311494	17868.2949219	2911118441.016572
OK	Optimization1[1]/Subflow[1520]	1520	45	60	75	15	75	60	-30	15	-60	60	-60	-30	45	15	75	45	75	60	-30	-30	15	-60	75	0	45	75	60	-30	-30	30	75	15	15	-30	-30	75	45	-30	-30	-60	45	45	45	60	-60	45	75	0	45	15	-60	15	-30	-60	-30	60	75	15	-60	-60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	7	8	7	6	7	6	6	5	45	-30	-60	15	75	45	75	45	60	0	45	75	45	45	-60	75	15	60	15	0	-30	60	-30	-30	45	-30	75	75	75	-30	75	15	75	75	45	30	45	-30	45	15	45	45	30	45	-60	60	45	-30	1.46266	0.100686820115	0.68046	544.368	569.478	15987.0698242	1.4564981994	1.7696002332	2.71957761949	2.34048661968	25.11	0.1674	1	48271940833.54403	15987.0698242	48271924846.474205
OK	Optimization1[1]/Subflow[1521]	1521	45	60	75	-30	75	60	-30	15	-60	30	-60	-60	45	15	45	75	45	75	-30	-60	15	0	75	0	45	45	30	-30	-60	0	75	15	15	-30	-60	45	45	-30	15	-60	45	15	45	60	-60	45	75	0	45	15	-60	-60	-30	-60	-60	75	75	45	-60	-60	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	8	7	6	5	6	6	5	45	45	-60	15	75	45	75	75	75	0	15	75	45	45	-30	45	-30	30	45	0	15	75	15	-30	45	-30	45	75	45	-60	75	-30	75	75	45	60	45	15	45	15	75	75	30	45	0	60	75	15	1.25257	0.0834657159177	0.60588	484.704	511.764	15060.6586914	1.25257317815	1.51397331928	2.25061683677	1.91970491784	27.06	0.1804	1	1383932020.9666507	15060.6586914	1383916960.3079593
OK	Optimization1[1]/Subflow[1522]	1522	45	30	45	-30	75	75	15	75	0	30	-30	-60	45	15	45	45	75	75	-60	-60	45	-60	45	0	45	75	0	-60	-30	0	75	-30	-30	-60	15	75	45	-60	-30	-60	75	15	45	75	0	75	75	-60	45	15	-60	-30	-30	-60	-30	60	75	15	-60	-30	1	1	0	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	7	8	8	6	7	6	6	5	45	75	-60	-30	75	45	45	45	60	30	45	75	45	45	-60	15	45	30	45	-60	-60	60	15	-60	45	-30	45	75	75	-60	75	-30	75	75	45	60	45	15	45	-30	45	75	30	45	0	60	15	-30	1.49904	0.0908627736766	0.56450625	451.605	491.97	17922.9285889	1.49129151612	1.81053864478	2.70551516311	2.29474567143	40.365	0.2691	1	644826924.2718797	17922.9285889	644809001.3432908
OK	Optimization1[1]/Subflow[1523]	1523	45	0	45	-60	75	75	-30	45	0	30	-30	-30	45	15	45	45	75	75	-60	-30	15	-60	75	0	45	75	0	-30	-30	0	45	-60	15	15	-60	45	45	15	-60	-60	45	45	15	60	-60	45	75	0	45	-30	-60	-30	-60	-60	-60	60	75	45	-60	-30	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	9	7	8	7	6	7	6	4	6	45	75	0	-30	75	45	45	45	30	0	75	75	45	45	-60	45	45	60	45	-60	-30	75	15	-30	45	-60	45	75	75	-60	75	15	75	75	15	60	45	-30	75	-30	15	75	30	75	30	30	45	-60	1.65702	0.0753694376343	0.5704875	456.39	521.115	17917.7431641	1.64998593758	1.99863351393	2.90022555822	2.47642540778	64.725	0.4315	1	4458450169.22082	17917.7431641	4458432251.477656
OK	Optimization1[1]/Subflow[1524]	1524	45	60	75	-30	75	75	-30	45	-60	30	-60	-60	45	-30	75	45	75	75	-60	-30	15	-60	75	0	45	15	-60	-60	-60	0	45	15	-30	-30	-30	75	45	-60	-30	-60	75	15	15	60	-60	45	75	0	45	45	-60	-30	-60	-60	-30	75	75	15	-60	-60	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	6	7	8	8	8	7	6	4	5	45	15	-60	-30	75	45	75	45	60	0	45	75	45	45	-60	75	15	60	45	0	-60	60	15	-30	45	-30	45	75	75	-60	45	-30	45	75	15	75	45	15	75	-30	45	75	60	45	0	60	45	-60	1.20911	0.0966576965986	0.60093	480.744	509.904	15152.1848145	1.20728691875	1.44407468836	1.98239740065	1.67120012584	29.16	0.1944	1	980907312.1968496	15152.1848145	980892160.0120351
